ts,00:00:00,01:00:00,02:00:00,03:00:00,04:00:00,05:00:00,06:00:00,07:00:00,08:00:00,09:00:00,10:00:00,11:00:00,12:00:00,13:00:00,14:00:00,15:00:00,16:00:00,17:00:00,18:00:00,19:00:00,20:00:00,21:00:00,22:00:00,23:00:00
2017-01-14,28.16050114541042,27.3146747329339,27.790436155257577,26.71651389159715,26.24019468374312,25.738321533538908,27.740944488546155,31.13035902472414,32.54984952068078,33.919256471640594,35.4298935112628,36.2402554960088,36.49712745172396,37.827926415046875,38.07829789224287,38.152993618774644,38.27548891212384,37.80634688976062,37.187565426742765,28.704369941444607,27.65899672283132,27.322014872651064,27.260583625350495,27.779543675895347
2017-01-15,27.27172527742363,27.22678054849317,27.065202502735122,26.336465927412576,26.194520643070465,26.286162835016743,28.121743310618406,30.384284177141407,32.59532844616279,33.63933236738826,34.66377567688055,36.1801649645384,36.62089767129723,37.23387545773285,37.32443499658912,37.5758298088017,38.30000565543035,35.92109081460355,34.40341712775789,33.089616826350834,32.28203304308808,32.04510037393546,31.943923066635318,31.56312282867803
2017-01-16,31.101471226981058,30.81137964197924,30.608379681348673,30.740804272880293,30.621912903380586,29.982617763398125,30.61424452433467,31.81569922639238,33.513533694048576,34.31798176015528,35.06605140578557,36.30057521500067,36.58013333295643,36.727661251766364,37.34561203582395,36.604727768451156,35.83632264823329,34.505560397379995,31.136302648283976,30.93050998779823,29.36430903182245,28.033803268098474,28.02480105933389,28.069794375258233
2017-01-17,27.831291800165854,27.5449695742346,27.67443255106199,27.52993024714399,27.671419242329325,27.644304915075296,27.49986064675824,28.114319261297524,27.892080496294,27.766549105343543,25.669640858443934,26.35117075194769,29.313666766486364,30.569094587272737,31.36106393026246,32.4386952611227,32.82465247483551,32.86381402943849,32.096835456118946,31.084515231119926,31.193462595428592,30.69587032848539,28.222683835731377,26.72140866394073
2017-01-18,27.05982256778046,27.113041143195954,27.166896170212134,27.23576733677424,27.30770048996777,27.538953481126963,28.027828608250367,28.76716974741983,29.649865407864795,30.546905074472043,31.777193346166097,29.891462325085627,30.383246525643223,32.103059765240275,32.0395187094682,32.73018094865001,32.8610827950164,30.11930826450134,30.386088016816018,29.547840543659326,28.76870396507322,28.42141276717038,28.14161104501128,28.15037387890365
2017-01-19,27.733630989297083,27.28371509505815,27.13697192921282,27.181862776034897,26.853286520911233,27.4367537435159,28.203635930734322,29.530909638981157,30.16100750768006,31.14648455054123,31.670604197494598,31.33480116395151,30.78544203463722,31.741234203297573,32.09822088755193,33.06027873974901,32.787807402677764,31.735948779688023,29.61905920533148,27.36369349635077,26.78225885191738,25.55083791051783,24.5487630006372,24.719873294271807
2017-01-20,25.001816705656363,24.937706225684327,25.272547749225296,25.491733256836337,25.80849328378729,25.9084923236401,26.132504165605454,26.416428648309594,26.7012354796894,27.0382850015636,27.862188739420596,29.514690056012782,31.613408267076068,33.09719444369951,32.77658963637533,32.81696724536623,32.38210728796844,31.691949331928186,31.262169405678538,29.97900272564884,29.3694887198506,29.001250311226812,28.267363671421624,27.286756241618065
2017-01-21,27.11540740780374,27.09921795626193,27.012941574469597,26.842814294275648,26.696260859303603,26.717377955351612,27.10656572570754,28.11473730183065,29.594014913149923,31.753109703120487,32.379727319347836,32.7263207087749,32.746092604524335,33.40194590932836,32.55711047762583,32.21526472029398,31.565031567951173,30.059195231712913,28.626910808381943,28.290373137577514,27.6215883753616,25.33016805758352,24.05110100109775,23.428660668889588
2017-01-22,23.290175217545453,23.3453273685924,23.778860759098606,23.770279821798923,23.419306453641997,23.15228971580555,23.45115887614367,24.36579577616918,25.658434510193892,27.135275721986535,27.785327782016175,28.119679682573143,28.576889782634872,29.97565754478041,30.020966487335894,29.98020983904334,29.689398295762885,30.756609474840324,30.248578234213912,29.312585698798795,29.223243633399115,28.410748573034617,26.23829463052347,25.40974121687566
2017-01-23,24.7474726608485,24.06922909175068,23.648362188931802,23.431688064332906,24.05348193149028,23.89395347488589,24.366693374197173,26.28674429659632,28.235843310613056,29.75868014921953,30.6085841750792,32.02187093046167,32.78386086836086,33.51213438079873,30.882285705595343,31.204057711620642,31.68021541406685,32.30925800205536,30.922532233937826,29.846360010112466,29.576348773148137,29.431521897968555,29.56114280127521,28.77456974907971
2017-01-24,28.15420813293315,28.107806245412792,28.105182519907917,28.294019902905195,27.63254612762413,27.08817225768042,27.59440172395721,28.881065464066836,31.790619434477804,33.84150969145618,35.428557000971146,36.029888236990786,37.21517008058697,37.100646620804284,35.659858583427535,36.2007503116882,35.993799264868095,31.947805648904506,29.9876790397703,28.174473748542336,28.239188170745766,28.479090459819275,28.644015975102242,28.388584907006255
2017-01-25,28.405953969379127,28.244943871721993,28.534871900860665,28.35095415720386,28.23945497411272,27.875090126692722,28.156146585314005,29.64743043256258,31.404110770435288,32.43459712903303,29.72612550694059,30.04937780452984,33.18438352233886,35.844520191865335,37.32981717023246,37.40055360004889,37.03981918002844,36.330110387490336,34.55902727625998,33.37683211863602,32.64462136382674,31.65135699590197,30.69989587303246,29.19724150382851
2017-01-26,28.75252626248497,28.577770567933555,28.580304257336046,28.647861563430233,28.154556820335223,27.968066976655006,28.332722182105503,30.332359159694263,32.10346146682515,33.498041445618185,29.33348652909988,26.247783899438716,27.015261970490812,28.575996796012213,30.120054750062096,31.281869404578067,31.471074333319383,31.493582912015142,31.174044502944884,29.868860355338438,29.463085651612307,29.727457234145373,29.41477897435142,28.99780157046718
2017-01-27,28.26471858242491,28.597158749511046,28.12763438796574,27.808905689840152,27.84915853398784,27.481415313752557,28.11429746263406,31.551898031818528,32.56239743928245,32.332729810307484,31.06619378805299,31.539651319185097,31.45963862382581,30.987395065212354,32.568206035943916,33.528634583095105,33.485368149257,32.74582349268492,31.78199286374857,30.210812127408186,29.36536439265825,28.55428880216611,28.700178322197985,28.81344532704134
2017-01-28,28.541193649410495,28.321122790247124,28.062711108445697,27.770726952410605,27.20109653735095,26.92851224451753,28.253529020042713,31.986244540587624,34.22152382885082,36.1157473320562,36.98573161930925,37.81806822781922,38.52957373061973,39.23674436531844,39.897206128764736,39.24738560613966,39.70962039448753,37.73872967724901,36.17357750860013,33.787035781472724,32.55926282942838,31.6989180331947,31.16131357244,30.807764926084726
